CompId,GroupId,TeamId1,TeamId2,TeamId3,TeamId4
CC,1,241,22,9,72
CC,2,5,240,101059,237
CC,3,21,11,100767,78
CC,4,45,236,896,10029
CC,5,234,18,327,112172
CC,6,73,481,52,246
CC,7,69,10,229,315
CC,8,243,48,280,819
EL,1,219,15005,1884,873
EL,2,326,112218,448,674
EL,3,1896,31,256,101033
EL,4,483,59,1909,110770
EL,5,100769,1871,298,113173
EL,6,46,191,1456,267
EL,7,1,457,15009,269
EL,8,66,245,25,101014
EL,9,166,1903,1516,1893
EL,10,47,1887,111082,77
EL,11,231,7,325,100765
EL,12,39,393,682,10032
